Sample,Group,Metabolite1,Metabolite2,Metabolite3,Metabolite4,Metabolite5,Metabolite6,Metabolite7,Metabolite8,Metabolite9,Metabolite10,Metabolite11,Metabolite12,Metabolite13,Metabolite14,Metabolite15,Metabolite16,Metabolite17,Metabolite18,Metabolite19,Metabolite20,Metabolite21,Metabolite22,Metabolite23,Metabolite24,Metabolite25,Metabolite26,Metabolite27,Metabolite28,Metabolite29,Metabolite30,Metabolite31,Metabolite32,Metabolite33,Metabolite34,Metabolite35,Metabolite36,Metabolite37,Metabolite38,Metabolite39,Metabolite40,Metabolite41,Metabolite42,Metabolite43,Metabolite44,Metabolite45,Metabolite46,Metabolite47,Metabolite48,Metabolite49,Metabolite50,Metabolite51,Metabolite52,Metabolite53,Metabolite54,Metabolite55,Metabolite56,Metabolite57,Metabolite58,Metabolite59,Metabolite60,Metabolite61,Metabolite62,Metabolite63,Metabolite64,Metabolite65,Metabolite66,Metabolite67,Metabolite68,Metabolite69,Metabolite70,Metabolite71,Metabolite72,Metabolite73,Metabolite74,Metabolite75,Metabolite76,Metabolite77,Metabolite78,Metabolite79,Metabolite80,Metabolite81,Metabolite82,Metabolite83,Metabolite84,Metabolite85,Metabolite86,Metabolite87,Metabolite88,Metabolite89,Metabolite90,Metabolite91,Metabolite92,Metabolite93,Metabolite94,Metabolite95,Metabolite96,Metabolite97,Metabolite98,Metabolite99,Metabolite100,Metabolite101,Metabolite102,Metabolite103,Metabolite104,Metabolite105,Metabolite106,Metabolite107,Metabolite108,Metabolite109,Metabolite110,Metabolite111,Metabolite112,Metabolite113,Metabolite114,Metabolite115,Metabolite116,Metabolite117,Metabolite118,Metabolite119,Metabolite120,Metabolite121,Metabolite122,Metabolite123,Metabolite124,Metabolite125,Metabolite126,Metabolite127,Metabolite128,Metabolite129,Metabolite130,Metabolite131,Metabolite132,Metabolite133,Metabolite134,Metabolite135,Metabolite136,Metabolite137,Metabolite138,Metabolite139,Metabolite140,Metabolite141,Metabolite142,Metabolite143,Metabolite144,Metabolite145,Metabolite146,Metabolite147,Metabolite148,Metabolite149,Metabolite150,Metabolite151,Metabolite152,Metabolite153,Metabolite154,Metabolite155,Metabolite156,Metabolite157,Metabolite158,Metabolite159,Metabolite160,Metabolite161,Metabolite162,Metabolite163,Metabolite164,Metabolite165,Metabolite166,Metabolite167,Metabolite168,Metabolite169,Metabolite170,Metabolite171,Metabolite172,Metabolite173,Metabolite174,Metabolite175,Metabolite176,Metabolite177,Metabolite178,Metabolite179,Metabolite180,Metabolite181,Metabolite182,Metabolite183,Metabolite184,Metabolite185,Metabolite186,Metabolite187,Metabolite188,Metabolite189,Metabolite190,Metabolite191,Metabolite192,Metabolite193,Metabolite194,Metabolite195,Metabolite196,Metabolite197,Metabolite198,Metabolite199,Metabolite200,Metabolite201,Metabolite202,Metabolite203,Metabolite204,Metabolite205,Metabolite206,Metabolite207,Metabolite208,Metabolite209,Metabolite210,Metabolite211,Metabolite212,Metabolite213,Metabolite214,Metabolite215,Metabolite216,Metabolite217,Metabolite218,Metabolite219,Metabolite220,Metabolite221,Metabolite222,Metabolite223,Metabolite224,Metabolite225,Metabolite226,Metabolite227,Metabolite228,Metabolite229,Metabolite230,Metabolite231,Metabolite232,Metabolite233,Metabolite234,Metabolite235,Metabolite236,Metabolite237,Metabolite238,Metabolite239,Metabolite240,Metabolite241,Metabolite242,Metabolite243,Metabolite244,Metabolite245,Metabolite246,Metabolite247,Metabolite248,Metabolite249,Metabolite250,Metabolite251,Metabolite252,Metabolite253,Metabolite254,Metabolite255,Metabolite256,Metabolite257,Metabolite258,Metabolite259,Metabolite260,Metabolite261,Metabolite262,Metabolite263,Metabolite264,Metabolite265,Metabolite266,Metabolite267,Metabolite268,Metabolite269,Metabolite270,Metabolite271,Metabolite272,Metabolite273,Metabolite274,Metabolite275,Metabolite276,Metabolite277,Metabolite278,Metabolite279,Metabolite280,Metabolite281,Metabolite282,Metabolite283,Metabolite284,Metabolite285,Metabolite286,Metabolite287,Metabolite288,Metabolite289,Metabolite290,Metabolite291,Metabolite292,Metabolite293,Metabolite294,Metabolite295,Metabolite296,Metabolite297,Metabolite298,Metabolite299,Metabolite300,Metabolite301,Metabolite302,Metabolite303,Metabolite304,Metabolite305,Metabolite306,Metabolite307,Metabolite308,Metabolite309,Metabolite310,Metabolite311,Metabolite312,Metabolite313,Metabolite314,Metabolite315,Metabolite316,Metabolite317,Metabolite318,Metabolite319,Metabolite320,Metabolite321,Metabolite322,Metabolite323,Metabolite324,Metabolite325,Metabolite326,Metabolite327,Metabolite328,Metabolite329,Metabolite330,Metabolite331,Metabolite332,Metabolite333,Metabolite334,Metabolite335,Metabolite336,Metabolite337,Metabolite338,Metabolite339,Metabolite340,Metabolite341,Metabolite342,Metabolite343,Metabolite344,Metabolite345,Metabolite346,Metabolite347,Metabolite348,Metabolite349,Metabolite350,Metabolite351,Metabolite352,Metabolite353,Metabolite354,Metabolite355,Metabolite356,Metabolite357,Metabolite358,Metabolite359,Metabolite360,Metabolite361,Metabolite362,Metabolite363,Metabolite364,Metabolite365,Metabolite366,Metabolite367,Metabolite368,Metabolite369,Metabolite370,Metabolite371,Metabolite372,Metabolite373,Metabolite374,Metabolite375,Metabolite376,Metabolite377,Metabolite378,Metabolite379,Metabolite380,Metabolite381,Metabolite382,Metabolite383,Metabolite384,Metabolite385,Metabolite386,Metabolite387,Metabolite388,Metabolite389,Metabolite390,Metabolite391,Metabolite392,Metabolite393,Metabolite394,Metabolite395,Metabolite396,Metabolite397,Metabolite398,Metabolite399,Metabolite400,Metabolite401,Metabolite402,Metabolite403,Metabolite404,Metabolite405,Metabolite406,Metabolite407,Metabolite408,Metabolite409,Metabolite410,Metabolite411,Metabolite412,Metabolite413,Metabolite414,Metabolite415,Metabolite416,Metabolite417,Metabolite418,Metabolite419,Metabolite420,Metabolite421,Metabolite422,Metabolite423,Metabolite424,Metabolite425,Metabolite426,Metabolite427,Metabolite428,Metabolite429,Metabolite430,Metabolite431,Metabolite432,Metabolite433,Metabolite434,Metabolite435,Metabolite436,Metabolite437,Metabolite438,Metabolite439,Metabolite440,Metabolite441,Metabolite442,Metabolite443,Metabolite444,Metabolite445,Metabolite446,Metabolite447,Metabolite448,Metabolite449,Metabolite450,Metabolite451,Metabolite452,Metabolite453,Metabolite454,Metabolite455,Metabolite456,Metabolite457,Metabolite458,Metabolite459,Metabolite460,Metabolite461,Metabolite462,Metabolite463,Metabolite464,Metabolite465,Metabolite466,Metabolite467,Metabolite468,Metabolite469,Metabolite470,Metabolite471,Metabolite472,Metabolite473,Metabolite474,Metabolite475,Metabolite476,Metabolite477,Metabolite478,Metabolite479,Metabolite480,Metabolite481,Metabolite482,Metabolite483,Metabolite484,Metabolite485,Metabolite486,Metabolite487,Metabolite488,Metabolite489,Metabolite490,Metabolite491,Metabolite492,Metabolite493,Metabolite494,Metabolite495,Metabolite496,Metabolite497,Metabolite498,Metabolite499,Metabolite500,Metabolite501,Metabolite502,Metabolite503,Metabolite504,Metabolite505,Metabolite506,Metabolite507,Metabolite508,Metabolite509,Metabolite510,Metabolite511,Metabolite512,Metabolite513,Metabolite514,Metabolite515,Metabolite516,Metabolite517,Metabolite518,Metabolite519,Metabolite520,Metabolite521,Metabolite522,Metabolite523,Metabolite524,Metabolite525,Metabolite526,Metabolite527,Metabolite528,Metabolite529,Metabolite530,Metabolite531,Metabolite532,Metabolite533,Metabolite534,Metabolite535,Metabolite536,Metabolite537,Metabolite538,Metabolite539,Metabolite540,Metabolite541,Metabolite542,Metabolite543,Metabolite544,Metabolite545,Metabolite546,Metabolite547,Metabolite548,Metabolite549,Metabolite550
Blood_1,A,1432047.132,292763.8314,6371267.003,3317451.985,799684.5992,4091815.715,237792347.3,3588765.388,12181347.99,29570.56988,3799760.719,112151.3889,1412743.532,1202468.594,11497500.1,66455.70654,50201982.33,47258.69799,153162.5103,2327261.817,595435.2466,8964717.975,7102897.051,17308895.66,949869.4014,3819628.736,120709.1209,2527212.359,590986.9777,404965.8571,9457973.601,241035.4938,590685.6914,2744789.885,236034309.8,168787.3099,34877.26625,58019512.99,2275382.243,1037528.851,17163634.39,149669.9239,56080.11113,11396631.83,12509418.86,2453940.661,100052.3081,2156885.777,528824.4545,13691672.95,213216.0246,4744295.457,4742668858,139286.3912,225126.0392,983233.0468,138746.3862,179102.8144,121628.3671,3588765.388,10615627.25,939352.8622,841506.3945,389504.2775,36616.47583,1608820.701,46134.48141,530233.7312,66342.64365,20897027.22,1566653.599,326608.7419,2459401.91,73389415.93,75414000.1,542419.1775,671561.0872,3960274.707,204390327.2,118503954.1,39887598.5,244034268.5,118261194,31318189.8,121954246,111947626.1,26833823.36,35669813.32,159140680.6,240706639.2,2202248.808,833743.1168,66964051.76,4940289.08,5888388.764,417591.2325,7972.979586,296294.9502,3510959.786,1501848.73,1205840.852,842391.5193,529238.3247,131462.3273,71611.50435,1848319.393,26278746.33,3309640.112,14955547.89,38911560.09,121404217.5,463823.93,6265276.248,5508982.103,216067.0305,420935.549,115443718.9,90071311.6,26088970,577371.7275,235706.9762,160822546.1,1049845.014,7596.948642,393274.1515,1206379.516,92316.92264,,438866.7235,686080.8855,289579.1452,4563760.921,26745746.05,1363100.639,463919.3226,1477831.325,10535353.81,1336583.241,3705799.361,1097356.448,518066.9688,87055.71868,173316.6394,273371.1643,30355.18578,336192.6848,2028724.637,48172.52023,634657.2275,469184.0528,3038105.959,2763202.092,10048117.12,67434.60979,136210.4818,48095.74886,167370.4475,167714.6839,65158.87178,119400.0406,675344.0561,241760.58,254903.1837,13755531.43,179674.1604,471118.635,,22655.41023,3653753.334,38775.53932,549238.8056,3941638.276,227243.79,411463.9966,30728.72744,2072762.228,116929.6597,3682586.349,281513.3687,43183.34204,23457343.61,34140.76122,3333071.399,6077889.75,1123085.953,5926153.432,7567862.604,25358.01973,826842.173,4936.375549,17303257.96,120709.1209,58566.1566,157026.4947,3885.386697,135208.2902,425528.9749,86562.77939,36948.75131,415579.3568,23879.11861,460214.8493,119225.3134,48518.35092,31086.75199,33045.67925,854151.7455,53508.18546,119530.6114,56800.44278,105372.8519,74931.46713,388048.4573,353861.805,7300257.51,28789091.53,932079.1532,310270.6867,160030.5066,53536.87909,764829.1783,748922.5108,44980990.67,245309.6703,136415.7624,1612045.799,744119.7268,5650.555881,101465983.2,101851513.1,1087914.256,87565.86866,12669824.36,388137.0506,4483004.183,966159.7224,327129.1513,1141654.57,2826291.672,795954.4044,1882640.092,15510.30303,448759.9757,38550.21326,32510.68745,14755.43384,201522.8859,168053.8424,480739.8353,4202455.754,939161.394,599802.7789,137617.7886,60381.35247,59866.61485,461296.4085,351964.7677,47773.2015,261528.1656,100161994.2,899197.3827,205903.6328,16148.61358,145278.5585,157945.0132,471659.3897,40517.20171,5712.797796,4197.363441,1843906.024,545163.7433,32483.18968,6993722.636,269851.5726,142824.7398,101744.0346,88296.27065,5076.295075,187847.7187,193022.6741,358724.0591,1378255.154,1462817.669,72485.89973,30649.64631,164243.1018,3196.533403,309485.3749,31318189.8,1537468.586,942686.2726,559517.3309,14905.3812,91106.37266,3225283.76,595435.2466,414443583.3,405296.4245,51898.66772,74920.39094,1039698.735,1107175.02,154088986.8,2870590.551,188204.7215,430635.3066,624789595.5,174084.0313,3437275.157,1024550.781,2373300.475,65643.24874,304955.5436,19762.02493,637858.8837,417512.9356,46187.88395,661676.9284,239068.3598,243886.5148,578012.7556,201522.8859,168490.9284,153477.5616,224014.4972,71096.72624,542759.2264,194370.5163,146097.3813,80612.73279,156286.0183,1009355.819,192125.3962,707727.2567,25372.11704,133753.3903,2152434.753,332578.2933,1631138.327,1010892.129,807716.9642,1010892.129,234402.1705,135849.0082,717353.65,537106.6147,5260.27861,1881291.375,4385045.851,358332.4655,42061458.18,222511.6971,43606.9862,365245.1151,209942.296,130789.4834,20558090.21,5622210.58,112591.7704,7147496.507,1352634.949,343224.037,17876646.27,56379.03114,1475192.856,4320428.188,347368.5361,958328.6272,199721.4199,12600.06625,5297.665131,236783.0334,495074.5026,37455.31359,9331.012933,37892.58221,1159835.179,64208.78452,640497.9737,227384.0949,148432935.1,501850.4687,455259761.7,76840.30684,17233.16974,148824.202,5003387.997,32505.61771,265070.2892,121084.8998,133571.6028,128429.5908,56515.41872,2454570.003,1145691.374,823075.4754,58355.1348,210463.6854,11768629.25,4557889.771,36582.46594,63258.98481,1786084.552,13862321.84,292403.1411,74864.30898,79381.54317,39504.30512,595180.7689,63749.72759,1026418.926,755367.8584,146254.4684,143489.855,1323681.477,297054.7979,118499.6276,4603140.849,5333.111713,264299.2696,2909920.35,4514.50598,2824250.44,392163.8988,3247.66022,5530.218137,1343888.704,211127.8315,78994.94717,777665.1663,598598.1307,438866.7235,7358.058489,43625.32634,210701.3106,265370.9502,712843.5093,10049230.67,359959.6057,1590212.962,4054920.758,548443.2637,96081245.7,143455.8926,306000.8131,5657.232704,352578.6322,5947191.102,68039.69575,67436.23617,2725019.374,85009801.1,39785.15103,33064.95487,2333154.757,5259.700145,714497.5228,89808874.67,702170.2597,69903.75103,228037.4232,931290.8739,17168.15243,16968056.02,4008300.929,31925.87205,331919.9024,39632.11457,153834.9623,139199.5543,20853.77776,143489.855,794714.0042,8814994.359,204000.3693,455949.1053,100826.05,60936189.1,2561.069398,158967.8265,124632.1764,16748458.45,87908.54895,4872862.001,18903.47673,96605.34143,7724.73307,616000.3643,1091271.522,756920.3495,69384.08088,26219.79059,7781.864124,663024.9956,297173.6689,207939.2655,45260.97194,6174467.831,78480.46373,135453.7342,208078861.8,28648387.68,198053.3897,16486.90004,421572.5599,5755.59115,17969066.31,1087408.048,122116.6243,39188.8771,4563760.921,122604.6558,365250.1111,11596.26365,13214595.02,22347.03597,476119.2892,11845288.22,512475.7679,349011.2496,105216.4888,452605.188,695242.3384,16085127.2,304553.3024,67316.30802,10048117.12,8427703.617,176801.7759,4608684,34981.544,15341.59745,6256.866167,46159.26581,1288943.288,14970336.18,1386846.154,341919.3127,7713759.414,45580.76021,2830883.828,497251.6091,2080843.416,695348.8153,3307855.555,838693.2495,221954.981,810227.3528,5876.45606,10200.9818
Blood_2,A,1346463.223,10518.32482,7338859.83,2941454.431,689692.0451,372223.7681,297983726.8,4710341.171,8070692.404,726679.2208,5981231.448,280162.3082,1644117.695,2026521.324,9913812.051,73191.47967,55478342.89,247122.4004,519111.5666,2698878.046,1839732.253,19527732.27,142336.4098,21972441.12,992315.8842,2239994.459,680834.7489,2492320.261,370595.418,499276.7589,11503904.71,1101987.653,347977.42,1798692.514,169743139.4,364837.34,58020.81176,115699788.4,227083.7338,6039857.482,27358655.14,380652.495,1006818.866,15060750.83,115696052.9,11712837.77,149810.6834,1519045.533,451349.744,10630230.68,39224.97261,3745667.65,5662391490,1605785.265,186650.2109,1442574.48,19851.53092,85670.54181,205777.5111,4710341.171,9041943.889,12852436.28,1627218.974,608745.5461,116940.8261,1910732.417,36262.58546,665562.4695,156185.1594,28338682.92,596697.4574,173487.4663,587158.0187,111297714.6,47786799.15,691188.2847,1098172.9,5825841.686,193804341.9,68751059.81,47572520.86,371493362.8,101681926.9,33085077.75,134345794.3,121474603.1,74126061.22,43511658.26,188042380.5,234786187.7,1895718.363,816925.465,46623987.83,2902742.756,5466654.122,304998.8906,5799.777946,4721956.28,1346216.37,1999498.171,2279728.855,1203691.126,596279.6252,30900.01449,1780408.52,2883543.962,32782226.5,3198324.813,8811141.821,70547225.37,259439059.6,559330.3673,5294381.119,7569006.462,879618.5845,461416.4343,115119674.9,90332392.46,28674454.65,685332.6934,190571.0853,143931828.7,1237714.156,8619.101214,366093.3316,1152565.588,274097.4766,74126061.22,2547610.575,846764.1282,168178.8362,5163183.863,18185919.89,106194.7275,902192.9117,2728942.567,11410550.8,1085668.245,9004700.643,1179708.162,740224.876,61869.59777,59543.01692,291050.1037,27535.12119,583894.4106,1549990.767,186767.3835,210204.2082,814090.6942,3878232.642,3007643.477,8795056.437,393766.3182,102745.4198,10468.07469,80708.16145,89532.78465,58493.63509,161872.0638,483082.6638,241304.574,828575.0212,23269854.96,100256.5804,465729.9069,38070.52329,69167.28645,8292781.037,126901.3755,478556.5606,5301078.156,800701.7679,239483.9491,122388.9839,1175298.698,660137.4447,5967641.816,58228.01506,37852.5805,10889617.17,493733.568,246165.8438,2208983.461,5189909.043,6454073.535,6203097.488,240721.8723,635545.6877,2182873.848,11423983.21,680834.7489,102845.6385,111921.5411,5213.327801,484630.601,229526.5387,252914.8133,17961.38119,312914.318,29434.14687,700652.4031,290473.8566,173525.9371,242528.8369,32458.87498,421101.7996,42576.39167,252549.8335,75686.82941,305712.4698,112295.1771,484520.3009,474802.5797,12777168.27,17623532.68,1192326.138,152197.8197,447445.4483,105826.3297,201156.0715,646350.8866,65691037.81,321076.5903,287938.4978,5623061.959,511346.4603,5611.712719,97970374.56,2310242.148,1376152.811,250113.1545,8900393.962,447467.0039,2383840.472,1693576.283,458857.8813,985980.1801,235953.9152,135282.583,791389.5491,7734.599807,893196.8779,75972.09352,36024.42896,13158.41975,26072.18535,83859.83949,531919.1434,4704334.011,1314531.789,3961997.316,1129782.831,40532.20592,54391.91209,451676.2268,338933.4729,13296.09421,129264.4959,66637378.57,3369349.172,269119.6402,20921.94463,202949.0212,385868.6612,121255.7126,11583.36265,7735.67277,6047.112553,2419149.723,132657.2578,33418.90445,7705873.479,1913041.833,58043.11124,97348.06783,84864.93835,6873.787413,222857.9093,549254.3173,967147.259,1344192.903,681576.0733,134281.1123,18736.03123,141392.1612,4023.061476,199491.9718,33085077.75,973015.6426,149451.5772,674252.1459,17128.8852,96793.44861,2985149.344,1839732.253,284882715.8,309257.796,52300.32189,717583.0621,1670583.904,1872667.343,181056277.1,37273229.34,255406.4038,407451.7004,635725534.5,229228.8619,3296451.351,1384685.941,2689438.856,161510.2563,173072.2766,13271.78236,536718.9104,313247.3451,136370.1453,622367.3554,155909.7186,89116.06984,248911.1253,26072.18535,1077152.675,306827.3345,654837.0989,68044.9731,190553.6383,307888.5987,245889.3818,162402.2122,285326.6258,772077.0777,149072.7005,985318.4504,28447.08872,91506.44299,1711077.723,534444.5904,1636430.211,2579711.735,1050712.578,2579711.735,523106.1335,110675.4915,1136112.74,1201473.772,5248.569163,1221126.292,9748989.798,332830.4445,65080361.84,233320.6165,98484.71561,892040.0928,246857.0603,69143.70501,28332682.02,18482985.55,139106.3352,8360024.172,4519186.931,1356550.493,3100800.782,723056.196,1241511.57,8915355.783,411314.446,438491.6689,66043.32603,79024.11705,10044.12791,99201.36887,41501.95814,644702.3295,4653.14254,47552.71998,1004933.907,62351.73435,685235.0168,445703.8252,258306890.9,673333.9381,44887338.97,43996.76393,199695.9823,2792968.134,10871173.52,115731.1285,151880.3085,633612.6093,50492.94801,53573.48023,72274.72546,2157057.407,1204557.484,223573.4296,206229.0134,547795.6648,9354497.517,6812163.353,100828.093,76484.36508,91581.66944,13508465.75,159405.5427,628346.4041,82237.78658,173225.1862,351355.2558,39586.39929,671646.3214,8030482.067,85859.8897,63243.31357,1394175.295,729330.7365,162372.7405,3802012.683,7581.483179,308602.4717,2237296.62,6057.466443,2695347.405,594990.7598,4380.932091,6822.889474,1817720.369,131256.9422,50728.50372,735882.3658,382220.7794,2547610.575,6398.406255,34607.26393,263505.5234,307754.4565,578455.1092,10699690.09,328259.7305,1180276.306,5483022.796,524589.0853,118508832.7,154578.3992,148829.4685,6148459.765,147286.2848,5241001.668,139875.8669,1723464.05,835096.6389,89990274.75,46014.8877,190164.0354,1232170.521,7122.135361,1407872.189,165805507.7,1333366.046,178342.1942,237675.6768,3913698,20334.20664,13541575.5,1923447.247,361273.4119,1616199.148,26058.45782,43288.28916,206811.9896,55025.43614,63243.31357,1960888.172,7881945.891,653400.6807,264460.1409,580865.5425,22594577.35,16930.96203,318493.3182,635409.3916,1578823.057,2153858.917,6677738.2,47953.78729,181569.6874,11689.15783,158379.517,2129910.374,1845855.324,84656.3808,41467.40285,9838.626595,1248924.104,524184.2226,26241.12526,24262.82072,7203256.815,57210.81653,216031.3557,204029214.2,42028601.58,96399.3719,20937.15833,105504.0991,69729.96123,16817274.73,1071283.043,127482.0521,115272.6749,5163183.863,1182834.11,1117747.877,28315.56805,17555055.65,12058.53106,1386060.58,23953584.55,583449.0511,588607.2785,996865.9441,82084.86338,602003.0282,13150459.41,275328.7913,132029.2971,8795056.437,30392128.58,138865.5104,450728.8178,38762.33466,27305.73711,7896.652619,137101.1236,846996.767,16992340.01,1256169.608,1694139.665,10262820.53,17055.06885,1660355.161,1840610.478,4845000.546,898822.4122,3741932.961,609795.7777,373901.4908,602988.9897,5412.829962,17493.59124
Blood_3,A,1648569.414,403324.9754,5618793.439,3107161.66,646853.3356,3049570.725,297183343.1,4122295.177,10813633.66,23423.03124,2304792.783,365385.3544,1145285.494,909483.9071,8991295.216,201581.2188,51558588.67,134616.3146,347023.1922,2925467.344,504399.9178,15445503.4,5399948.143,16536808.34,1091733.412,2434532.726,461496.8949,3138576.757,542136.6531,368841.6098,12915429,442684.2188,473598.5358,1245150.512,262233683.3,313862.4692,37348.7286,98500716.67,387999.1163,2643407.107,14285848.6,452909.8415,320220.2328,13246619.92,12381484.09,3722664.204,78880.91701,1799276.153,376348.1646,9690515.891,1416025.298,4190269.272,6196423274,7975.132757,173165.8094,1355496.744,30989.70681,56153.79766,230093.2167,4122295.177,18152541.51,1420358.366,832444.7075,218157.5719,123060.018,1043129.635,52708.29489,281326.0344,179953.6015,23026002.03,381311.0059,279719.0517,2268851.27,5504549.646,70428471.19,525106.4607,719594.8446,7983022.042,174543290.1,70018175.45,40740109.83,249957147.8,106774559.1,29613528.79,111871156.2,90471477.42,25354809.11,49755979.18,176385077.4,211738070.1,3226066.421,1728128.985,33000056.91,4632562.435,6071055.109,335358.0617,6731.976326,1872249.336,1613257.457,2213761.038,2242021.037,1289000.517,579029.4744,17622.66841,131662.0309,3973654.381,32959098.93,2978260.361,9042052.181,77836474.93,242167837.3,496548.4338,6103210.728,11014622.85,339653.9589,313946.7627,99115682.09,86043219.17,27836741.23,793426.7145,314792.8176,80406777.97,1126720.331,7623.148043,29928.18825,925567.0969,50647.91878,25354809.11,901889.2928,706143.8581,142180.1523,28083856.51,10365109.63,943061.4276,955420.7438,3205574.206,9740080.005,1310651.465,7643355.855,5669499.188,169257.1256,77178.05326,57735.70397,60289.86423,57739.29195,386796.8187,643351.0421,185794.8693,265775.7505,259054.9029,1261664.167,2983386.187,7673539.097,5994.919198,65800.70994,252295.593,145523.6667,24334.49858,16801.86631,117093.45,760785.3071,181632.4147,492811.9016,16661610.22,33846.78323,30294.60758,32943.66834,127650.9849,2833122.924,20942.37642,504448.6475,4313581.024,204128.7152,659798.6463,70185.32095,2425646.41,856432.2961,4552919.701,89469.83451,24953.8076,2978293.857,788034.441,2334570.895,2063922.471,898824.906,6282518.852,5434249.041,67444.01413,779353.38,6225.561862,9182499.428,461496.8949,66907.44869,104970.7805,32393.98836,139632.7353,395844.7703,82547.76988,32534.50557,134598.6269,45139.55748,827944.0857,56757.6087,37031.55034,88636.69127,42065.1451,793615.6544,32109.44485,159253.6016,17582.1821,102248.7668,386010.0327,786400.93,397650.8391,7407546.697,21769885.06,1708407.956,167125.6893,206517.0992,119907.2914,1324299.009,1083829.521,31906758.61,353286.4914,225592.3488,3776211.13,362243.2449,17860.37608,89701141.61,66156747.66,966233.971,78186.34056,8642175.591,481642.2693,9062112.975,1495716.778,93742.18226,1299146.949,54135.57533,1178427.904,1534721.489,18388.65328,516829.5325,98684.51211,34310.05045,11813.48267,32760.19334,537286.1999,588792.8581,2491896.511,987016.4987,16007.42355,56868.28486,69839.34569,69148.28236,453863.8756,312949.8326,38772.81663,124067.4276,53923807.33,1775650.567,418732.4802,17024.54869,153207.7585,259511.1512,234357.8434,9441.238435,7204.754932,4969.845724,2081616.226,169820.0892,55715.70022,7046622.84,419877.4859,349259.7266,62173.8931,361410.0281,6402.022841,342396.4259,147285.7956,230581.4913,1921447.569,2026382.485,99369.75071,19027.37275,144315.9071,3483.990787,136967.7031,29613528.79,889841.9504,239429.0232,541434.6384,51779.86627,90627.76163,3138320.296,504399.9178,316243415.3,426654.3284,33672.95988,195004.9584,2692024.918,662557.23,154804181.7,8717590.24,47882.17256,422239.2621,562961133.1,600629.5078,8765150.1,1012160.386,2391114.96,91225.04572,168679.6023,431793.839,390065.544,354723.6035,161396.4963,201058.4354,386821.7306,314999.529,738129.8325,32760.19334,302045.7218,169350.3238,30299.61211,47890.55754,35107.52743,454172.7082,146899.9841,129069.3857,199757.6427,2382792.383,218082.7238,518966.6696,24549.83155,86833.06175,1588943.552,790204.2265,2425129.528,2069435.124,883341.4255,2069435.124,306098.421,167043.6774,339224.9587,844988.9456,6428.859242,776284.0495,7660549.29,196209.5815,51633066.96,250277.5332,99599.64427,440945.4159,269066.5889,87236.86403,25811528.1,8864900.218,61444.86692,102369.577,3298975.051,317192.7367,3004659.76,939414.161,1296762.897,5351476.325,24642.70778,1573569.413,101241.7865,14305.44196,9988.925306,219560.6975,1984256.108,674601.8338,11062.63116,87280.46637,917869.819,14008.43618,676940.3362,106894.8152,176536289,733193.7001,14886993.41,46752.32892,29116.88466,466294.9484,7349251.076,45002.9868,111823.6189,301564.8842,123666.5072,611308.2625,81390.98681,1056286.166,523593.381,264827.6259,41715891.77,209045.2477,11514535.63,7846255.421,130563.8442,56505.9028,1330162.994,17771471.36,338507.8104,90865.21313,81868.11512,35041.68581,433891.5357,26930.87695,817871.9343,2580887.776,276943.0494,16412.78217,1590248.561,686923.3724,37157.44124,3623563.204,7228.417908,237286.6077,2260205.813,6534.490214,2752943.759,1059076.926,3440.630943,5587.193931,1465447.321,258170.291,89292.45431,686375.3976,721169.299,901889.2928,6417.405795,78331.59156,366678.2847,336403.2601,200160.4312,6122262.42,559691.8506,2117212.074,3254382.071,630908.1487,101278747.5,199459.0788,166347.952,6382.721972,83222.42966,5977492.925,2324648.61,161449.9746,757710.101,73885152.05,47828.08297,11263.06312,1493155.421,6633.326072,231792.7002,28780825.06,20266280.77,72238.0988,355925.3432,2014746.102,17775.12191,19115819.43,2596161.6,33692.86739,889400.335,49959.09313,17786.88021,278138.0341,77389.75214,33029.31611,1382764.171,8621992.238,297382.4346,235339.1848,138258.6539,35361877.03,35850.4721,547133.6879,300541.0832,487609.9953,2156985.764,3728448.669,12946.22813,74026.15337,22426.40792,180175.214,456356.0589,1387613.883,47293.92091,25885.79154,7784.747944,1149506.197,758414.634,60341.64335,6619.794348,5280366.018,6149474.443,507036.2081,223177373.4,45569647.33,9325.957937,14016.89571,180855.3694,46434.6143,22330737.54,1096174.47,148446.8193,39141.04863,28083856.51,206157.8059,416017.252,208516.6707,15026216.24,12190.5555,53535.11861,21547249.12,92629.9131,275422.873,312917.1704,85594.99282,401351.1045,6856041.38,185513.1078,109540.6638,7673539.097,39261084.62,134120.6334,150455.0861,52473.72745,152013.6249,7528.910089,70197.50191,1227726.509,9553520.884,2220225.645,902829.9053,8825520.997,15418.0864,2960927.108,873542.6163,5946885.714,509991.6388,3326969.358,29778.84499,115555.4604,40067.75934,6630.058754,37928.56271
